OTU_1	OTU_2	correlation	clust_0_score	clust_1_score	clust_2_score	clust_4_score	clust_5_score	clust_6_score	clust_7_score	clust_8_score	clust_12_score	OTU_1_Taxonomy	OTU_2_Taxonomy
OTU212	OTU496	0.5036426021779999	0.0	0.008163037926230644	0.00047344017721764875	3.592461171854829e-05	5.6551124079930054e-05	6.677094393243471e-05	0.0011737239621929909	0.0	0.0004268783176365374	Bacteroidetes	Proteobacteria
OTU212	OTU508	0.539593843184	0.0	0.008440911901593288	0.00016607349419122026	2.1558990224800668e-05	5.1812717769212804e-05	9.095336277295337e-05	0.00204822505337397	0.0	0.00019528230140938139	Bacteroidetes	Proteobacteria
OTU212	OTU516	0.500785218001	0.0	0.008396738228804537	0.0008782675107942702	2.3129183084587125e-05	2.7202415205163235e-05	5.8060266588289445e-05	0.0003137764588577195	0.0	9.847445298324909e-05	Bacteroidetes	Proteobacteria
OTU212	OTU525	0.5719773460149999	0.0	0.008740157776690027	0.00018485779938544328	2.4940349768228874e-05	5.062754682816678e-05	0.00010924176119846626	0.0012775228909472447	0.0	0.00023116924483127264	Bacteroidetes	Proteobacteria
OTU212	OTU566	0.5452331572029999	0.0	0.00859227170914684	0.0005845565475726179	2.0152590552518728e-05	6.21333180933577e-05	7.962225241574277e-05	0.0008401041766577808	0.0	0.00018677393496124568	Bacteroidetes	Proteobacteria
OTU212	OTU575	0.526260925021	0.0	0.008297215423195921	7.544613483674964e-05	1.6011446515818928e-05	3.259132253270321e-05	7.545742418778968e-05	0.001077993557529966	0.0	0.00018151945686445598	Bacteroidetes	Verrucomicrobia
OTU212	OTU576	0.536220788005	0.0	0.008381286136268453	0.00025432859244936307	7.989355200182277e-05	2.7202415205163235e-05	6.38143993585697e-05	0.0006290704557542835	0.0	0.00011058503871878392	Bacteroidetes	Proteobacteria
OTU212	OTU613	0.679186379264	0.0	0.008990888410939295	2.7600099173493426e-05	2.408829354741331e-05	3.902621964078775e-05	6.986031137700415e-05	4.621725743272131e-05	0.0	0.00011838284178664456	Bacteroidetes	Planctomycetes
OTU212	OTU619	0.5707722683950001	0.0	0.008298431833448151	0.0002054024636963505	1.5091107201029952e-05	8.063060702197855e-05	0.0001003926735493405	0.00035820424881634707	0.0	0.00025270508762663825	Bacteroidetes	Bacteroidetes
OTU212	OTU626	0.591777600626	0.0	0.008523192840152346	0.0005379807307593631	1.6011446515818928e-05	2.7202415205163235e-05	5.874516927145874e-05	0.0002530540505650812	0.0	9.56455652259153e-05	Bacteroidetes	Proteobacteria
OTU212	OTU648	0.609371610074	0.0	0.00796839375128671	8.40338573770211e-05	1.590508357476341e-05	3.251896965550589e-05	0.00010640152642935258	0.0005836219407973986	0.0	0.0004710186835342573	Bacteroidetes	Proteobacteria
OTU212	OTU676	0.563665490586	0.0	0.00902217223715923	2.7600099173493426e-05	1.9585415079621783e-05	3.602465409549709e-05	7.203216032274368e-05	4.916480180384395e-05	0.0	0.00010145859483354217	Bacteroidetes	Proteobacteria
OTU212	OTU687	0.582604531951	0.0	0.008354435523587793	5.2485450596346215e-05	1.539788697262628e-05	2.7202415205163235e-05	5.7306373347970456e-05	0.0003264229584890348	0.0	0.00010735708702105736	Bacteroidetes	Proteobacteria
OTU212	OTU703	0.639579899943	6.016998281754578e-06	0.008617483373409993	2.7600099173493426e-05	1.3454948419182889e-05	2.7202415205163235e-05	5.565175803595893e-05	6.766304780663123e-05	0.0	0.00013673983969033227	Bacteroidetes	Actinobacteria
OTU212	OTU704	0.551303011823	0.0	0.008145904666137908	9.185643886854144e-05	1.550014689649172e-05	2.7202415205163235e-05	7.240779020754069e-05	0.0007336181321414994	0.0	0.00013200474812704406	Bacteroidetes	Proteobacteria
OTU212	OTU716	0.656697239627	0.0	0.008465030879965533	6.165506738779297e-05	1.7340825526069666e-05	3.150956834563421e-05	6.374087701534322e-05	0.00011924656756661314	0.0	9.56455652259153e-05	Bacteroidetes	Actinobacteria
OTU212	OTU724	0.5208984273839999	0.0	0.00870758161320546	2.7600099173493426e-05	1.3976373204961102e-05	2.7202415205163235e-05	5.716249375562163e-05	4.109872449855905e-05	0.0	9.56455652259153e-05	Bacteroidetes	Proteobacteria
OTU212	OTU748	0.532916939834	0.0	0.00782574003999423	0.0004720247639852817	4.3472767664919926e-05	3.3297667937399634e-05	6.0471724379644685e-05	0.00021171562154531453	0.0	0.0003432887318161069	Bacteroidetes	Bacteroidetes
OTU212	OTU774	0.5075903126829999	0.0	0.008052373092255692	2.7600099173493426e-05	1.3454948419182889e-05	2.7202415205163235e-05	5.565175803595893e-05	0.0002757613728305372	0.0	9.758778667124895e-05	Bacteroidetes	Bacteroidetes
OTU212	OTU776	0.515246782083	0.0	0.008106571022895661	0.00015650073554052428	1.92670910825225e-05	2.7202415205163235e-05	5.565175803595893e-05	0.0003142998695336793	0.0	9.639239478507077e-05	Bacteroidetes	
OTU212	OTU777	0.501904390966	0.0	0.008167758632143904	0.00017794693206027006	8.499141569350944e-05	5.561115586039841e-05	8.156462691245196e-05	0.0002464290151506952	0.0	0.00012713567297431075	Bacteroidetes	Proteobacteria
OTU212	OTU780	0.550605276009	0.0	0.008353342448250478	2.7600099173493426e-05	1.3454948419182889e-05	2.7202415205163235e-05	6.111918254521441e-05	5.670914108306563e-05	0.0	9.818478572704391e-05	Bacteroidetes	Proteobacteria
OTU212	OTU799	0.607533915809	0.0	0.00816010527205293	2.7600099173493426e-05	1.6519155995104816e-05	3.062308650430402e-05	6.833819644025219e-05	0.00017175737429470512	0.0	0.00013329039540690754	Bacteroidetes	Bacteroidetes
OTU212	OTU811	0.524948759754	0.0	0.007844417742439882	7.57282930433044e-05	1.3454948419182889e-05	2.8997062347026142e-05	6.200749437690373e-05	0.0007345061170180908	0.0	9.918094353233823e-05	Bacteroidetes	Verrucomicrobia
OTU212	OTU813	0.6058512281130001	2.0009170349319077e-06	0.00848379294151182	4.182181424063153e-05	1.4472400843521171e-05	3.531903910706191e-05	8.010850470199946e-05	7.19379460672639e-05	0.0	0.00011583788444113935	Bacteroidetes	Verrucomicrobia
OTU212	OTU826	0.592325648472	0.0	0.008021869188907097	2.7600099173493426e-05	1.856794461245496e-05	7.521375719789809e-05	6.15508213222609e-05	0.0002403716950697617	0.0	0.00015759598190351603	Bacteroidetes	Proteobacteria
OTU212	OTU834	0.656899411176	0.0	0.008205322191943929	2.7600099173493426e-05	1.4579807581702746e-05	3.178623580817629e-05	6.090336315669117e-05	0.00010180362182649196	0.0	9.901334790206667e-05	Bacteroidetes	Proteobacteria
OTU212	OTU840	0.54560622921	0.0	0.007804984010986635	0.00020769259122224595	4.708879908956864e-05	2.7202415205163235e-05	5.565175803595893e-05	0.00024193132090027437	0.0	9.931889708991589e-05	Bacteroidetes	Proteobacteria
OTU212	OTU852	0.5257566009179999	0.0	0.007946351819825913	0.0001826410935854334	1.704032244528678e-05	2.8690565635650814e-05	5.565175803595893e-05	0.000297202549027899	0.0	9.56455652259153e-05	Bacteroidetes	Proteobacteria
OTU212	OTU857	0.6126333008020001	0.0	0.008138538197265066	7.83872332200574e-05	1.4831697223440221e-05	3.0073850632143887e-05	5.8872027035945465e-05	0.0001753200514093372	0.0	0.00015880746319146268	Bacteroidetes	Bacteroidetes
OTU212	OTU860	0.5649812834319999	0.0	0.008416304589336013	2.7600099173493426e-05	1.6364761670101462e-05	2.7202415205163235e-05	6.478811215010954e-05	4.109872449855905e-05	0.0	9.949049770604864e-05	Bacteroidetes	Proteobacteria
OTU212	OTU877	0.581929792272	0.0	0.008020692239332326	0.00015457010285985332	1.7340825526069666e-05	2.7202415205163235e-05	5.565175803595893e-05	0.0001388045687072997	0.0	9.56455652259153e-05	Bacteroidetes	Proteobacteria
